.	NZ_CP013055	NZ_CP016784	NZ_CP023320	NZ_CP010577	NZ_CP012722	NZ_CP024647	NZ_CP025001	NZ_CP018184	NZ_CP020375	NZ_CP020367	NZ_CP011937	NZ_CP017676	NZ_CP021889	NC_022081	NZ_CP012330	NZ_CP019626	NZ_CP011101	NC_020507	NZ_CP020814	NZ_CP022531	NZ_CP017070	NC_016779	NZ_CP011974	NZ_CP009325	NZ_CP009968	NZ_CP009920	NZ_CP013950	NZ_CP015222	NZ_CP007626	NC_020410	NC_012472	NZ_AP012496	NZ_CP014781	NZ_CP019230	NZ_CP007512	NZ_CP004858	NZ_CP010556	NZ_CP013274	NZ_CP018100	NZ_CP026610	NZ_CP010314	NZ_CP007409	NZ_CP021669	NZ_CP020002	NC_017191	NZ_CP008855	NZ_CP009605	NZ_CP009902	NC_022873	NZ_CP023179	NZ_CP015443	NZ_CP020722	NZ_CP011153	NZ_CP014794	NZ_CP015779	NZ_CP022874	NZ_CP012475	NZ_CP021338	NC_014171	NZ_CP007173	NZ_CP023431	NZ_CP015226	NZ_CP018874	NC_018520	NZ_CP015975	NC_022524	NZ_CP017763	NZ_CP016894	NZ_CP020352	NC_016047	NZ_CP012482	NZ_CP008846	NZ_CP009679	NZ_CP011007	NC_011725	NC_016784	NZ_CP016020	NZ_CP014840	NZ_CP007666	NZ_CP025122	NZ_CP009300	NZ_CP018935	NZ_CP012727	NC_014335	NC_017195	NC_011773	NZ_CP026678	NZ_CP018249	NZ_CP010524	NC_018877	NZ_CP013654	NC_000964	NZ_CP023666	NZ_CP022345	NZ_CP012720	NZ_CP011347	NZ_CP022654	NZ_CP014486	NZ_CP017888	NZ_CP014793	NZ_CP009700	NZ_CP022983	NZ_CP020102	NZ_CP021892	NZ_CP022477	NC_022530	NZ_CP006058	NC_017743	NZ_CP019985	NC_017190	NZ_CP009315	NZ_CP022556	NZ_CP018133	NZ_CP011346	NC_014551	NZ_CP007739	NZ_CP015350	NC_020238	NZ_CP021499	NZ_CP018197	NZ_CP018866	NC_022781	NZ_CP018574	NZ_CP018173	NC_014103	NZ_CP020023	NZ_CP021921	NZ_CP014795	NZ_CP023665	NZ_CP021677	NZ_CP018200	NZ_AP014928	NZ_CP015611	NZ_CP026673	NC_014479	NZ_CP021505	NC_017188	NZ_CP007618	NZ_CP009590	NZ_CP015176	NC_020832	NZ_CP015150	NZ_CP008698	NC_019896	NC_008600	NZ_CP018903	NZ_CP017060	NZ_CP012691	NZ_CP017775	NZ_CP024897	NZ_CP025941	NZ_CP012729	NC_013791	NZ_CP009641	NZ_CP007800	NZ_CP025258	NZ_CP015375	NZ_CP022319	NZ_CP001970	NC_016023	NZ_CP014166	NC_010184	NC_003909	NC_018500	NZ_CP021011	NC_006274	NZ_CP020880	NZ_CP010075	NC_018693	NZ_CP017953	NZ_CP014179	NZ_CP009341	NZ_CP012728	NC_021362	NZ_CP019040	NZ_CP022287	NZ_CP012519	NC_017208	NZ_CP007165	NZ_CP006960	NZ_CP024203	NZ_CP011008	NZ_CP011155	NC_020376	NZ_CP011534	NZ_CP014783	NZ_CP022890	NC_023073	NZ_CP018295	NC_018491	NZ_CP011939	NZ_CP010406	NZ_CP016767	NZ_CP009981	NZ_CP017747	NZ_CP010525	NZ_CP009331	NZ_CP010014	NC_015634	NZ_CP012726	NZ_CP020893	NZ_CP021500	NZ_CP022341	NC_018508	NZ_CP025341	NC_017138	NZ_CP010088	NZ_CP005997	NZ_CP017314	NC_017061	NC_006582	NZ_CP010997	NZ_CP007242	NC_017200	NZ_CP014842	NZ_CP009686	NZ_CP004870	NZ_CP009628	NZ_CP009544	NZ_CP006890	NZ_CP009749	NZ_CP017786	NZ_CP006742	NZ_CP010586	NZ_CP018933	NZ_CP009328	NZ_CP018007	NZ_CP011151	NZ_CP017234	NZ_CP021903	NZ_CP021169	NZ_CP015727	NZ_CP025939	NZ_CP009611	NZ_CP014282	NZ_CP017016	NC_011658	NC_021171	NZ_CP014990	NZ_CP021495	NZ_CP020437	NZ_CP021920	NC_014976	NC_017196	NZ_CP007436	NZ_CP021061	NZ_CP010052	NZ_CP015607	NZ_CP016913	NZ_CP016360	NZ_CP016371	NZ_CP009941	NZ_CP024797	NZ_CP009351	NC_004722	NC_022075	NC_020244	NC_019842	NZ_CP009746	NZ_CP009369	NZ_CP022044	NZ_CP009697	NZ_CP014471	NZ_CP010322	NC_014829	NZ_CP011349	NC_007530	NZ_CP017072	NZ_CP023481	NZ_CP026649	NZ_CP022891	NZ_CP022445	NZ_CP009796	NZ_CP017112	NC_016771	NZ_AP014833	NZ_CP015911	NC_009725	NZ_CP025308	NZ_CP016315	NZ_CP018931	NC_022898	NZ_CP009476	NC_014019	NZ_CP011252	NC_012659	NC_003997	NZ_CP010106	NZ_CP009108	NZ_CP001974	NZ_CP012099	NZ_CP011882	NZ_CP020743	NZ_CP011115	NZ_CP009709	NZ_CP023729	NZ_CP012725	NC_009848	NZ_CP026533	NZ_CP011278	NZ_AP013294	NZ_CP017247	NZ_AP014864	NZ_CP010792	NZ_CP012329	NC_022653	NZ_CP016395	NZ_CP020723	NZ_CP015250	NZ_CP024035	NZ_CP021507	NZ_CP009596	NC_002570	NZ_CP012723	NZ_CP009598	NZ_CP014700	NZ_CP010089	NZ_CP009692	NZ_CP011686	NZ_CP010852	NC_006322	NZ_CP009600	NZ_CP019588	NZ_CP007244	NC_005945	NZ_CP017080	NC_011969	NZ_CP009541	NZ_CP015004	NZ_CP015589	NZ_CP012730	NZ_CP003923	NZ_CP020383	NZ_CP020805	NZ_CP013984	NZ_CP016588	NZ_CP007607	NZ_CP009720	NZ_CP009938	NC_020272	NZ_CP013727	NZ_CP012724	NZ_CP021498	NZ_CP010005	NC_014639	NC_017729	NC_006270	NZ_CP009318	NZ_CP012502	NZ_CP012483	NZ_CP009335	NZ_CP023859	NZ_CP016790	NC_009674	NZ_CP017704	NC_012581	NZ_CP016852	NZ_CP012721	NZ_CP023748	NZ_CP017577	NZ_CP010053	NC_011772	NZ_CP021911	NZ_CP022653	NZ_CP024204	NZ_CP023001	NC_017912	NZ_CP018152	NZ_CP010778	NC_005957	NZ_CP015610	NZ_CP023257	NZ_CP009464	NZ_CP023168	NZ_CP021976	NZ_CP009748	NZ_CP011150	NZ_CP012024	NZ_CP015506
NZ_CP022341	0.246515	0.193781	0.0185484			0.000915433	0.0456619		0.0152406	0.139052		0.138788	0.139405	0.0150232	0.192802	0.0163076	0.140034	0.139491	0.23997	0.0152975	0.138854				0.246515	0.231024		0.141311	0.244434	0.015619		0.120249		0.246247	0.246247	0.246515		0.247888	0.191509	0.0168304	0.139472		0.111848	0.245719	0.0515791	0.229403	0.245982	0.246515	0.247057	0.246785	0.0163584				0.245982	0.185001	0.238892	0.0198008	0.245982	0.138948	0.001034	0.231358		0.139347	0.138358	0.234533	0.140408		0.183599	0.142748	0.192802	0.245982	0.000914136	0.194255	0.246247	0.0201706	0.225118			0.246785		0.245982	0.245982	0.246247	0.139511	0.246515	0.246515	0.185001	0.180896	0.246247	0.13891	0.13953		0.245982	0.245982	0.0154313	0.0188301	0.245719	0.235093	0.185644	0.245982	0.233981		0.13909	0.185201	0.00161807	0.0151866	0.140329	0.237848		0.246247	0.019472	0.00652742	0.0203498				0.246515	0.139376			0.244941		0.141742	0.231191	0.140438	0.139898	0.185321			0.0152389	0.192802				0.0509929			0.247331	0.245198	0.139223	0.246515		0.138638	0.247057	0.245982	0.246247		0.0119222	0.00679177	0.140074	0.245982		0.247057		0.00613656	0.139482	0.192751	0.245982	0.234164	0.13909	0.245719	0.245719	0.245982	0.0199339		0.233261		0.246247		0.245982	0.245982	0.245982	0.184098		0.139081		0.247608	0.0204977		0.0159841	0.238892	0.246515		0.139849	0.0150613				0.246247	0.234348		0.140686		0.0189369	0.236245	0.245719	0.13891	0.237643	0.245982	0.0152342	0.144466	0	0.244687	0.0196883	0.231358	0.246515	0.139071	0.13982		0.239534	0.187699	0.0149696	0.245982	0.184882		0.246515	0.246247	0.245982		0.0154926		0.245982	0.232037	0.245982		0.0152902	0.246515	0.245719	0.138872	0.138939	0.246247	0.00798292	0.0151693	0.245719	0.246515		0.235473	0.0193372	0.0152415		0.187397	0.139491	0.140369	0.187311	0.246785	0.139511	0.192299					0.0156098	0.244687	0.245982	0.0156193	0.139271	0.0154314	0.247331		0.245982	0.245982	0.140408	0.246785	0.252395		0.245982	0.138797	0.185767	0.234348	0.141301	0.245982		0.138526	0.247057		0.0152398	0.0149958	0.00722034				0.245982		0.0502532		0.246247	0.245719	0.192349	0.245982	0.245982	0.139024	0.245982		0.233981	0.184724	0.245982	0.193833	0.0129367	0.0197299	0.241314	0.185161		0.245982	0.192802		0.0200398	0.246785	0.246515		0.141301	0.245982	0.23868		0.245982	0.0198821	0.246515	0.244687	0.0153756	0.245982	0.184803	0.247057	0.245982	0.0152988	0.245982	0.237037		0.245982		0.246515	0.245982	0.242242		0.0155666	0.140211		0.246515			0.0199131	0.0200311	0.245982	0.139376	0.246515	0.147941	0.245982	0.184842	0.247057	0.245458	0.246785		0.0156301	0.229562	0.235283	0.23997	0.245982	0.13953	0.245982	0.0152018	0.245982	0.139559	0.244687	0.140093	0.145101	0.19265	0.245982	0.00726117		0.147941	0.246515			0.245982	0.181497			0.19265	0.229881	0.236441
NC_018508																																																																																																																																				0.23868																																0.00828609																																								0																																																																																	0.245719																																																																																														
NZ_CP025341	0.245982						0.0462588			0.140557		0.141856			0.193057		0.142147		0.239534											0.0183853					0.246247				0.190834		0.142951				0.0519679	0.229562		0.246785	0.246515										0.245719			0.230858				0.234533				0.144008	0.193057	0.246247			0.246247							0.246247	0.246247	0.246785	0.142063		0.245982	0.185041	0.184842	0.246247	0.141783	0.143048			0.246247		0.014176	0.245458				0.232731			0.185767		0.0189722				0.246515		0.0199019													0.143612	0.142336					0.193057										0.245982		0.141763	0.247331		0.245719		0.0203826	0.0195794		0.246247									0.142483		0.245982	0.246247	0.0136161							0.246247	0.246247			0.141939			0.00509261		0.0202585	0.23868								0.245982			0.139195				0.245982		0.23868					0.244941	0		0.246785				0.23744	0.193938	0.0192922		0.185041			0.246515						0.232209			0.0198949				0.141794		0.0208579	0.0193823					0.0125218	0.0198496			0.142043	0.143579											0.246247		0.142168				0.246247				0.252074		0.246247	0.141856				0.245719							0.0204752				0.245982		0.0504773				0.1926		0.245719	0.142441							0.0210846	0.00617055	0.241086	0.185971					0.00674803		0.245982		0.144141								0.0192281			0.247331	0.246247									0.242478		0.0193438			0.245719				0.00689447	0.246247			0.149534				0.245198	0.246247			0.228777	0.233981			0.143048	0.246247		0.245719					0.193006	0.246247	0.0205151		0.149534	0.246785				0.184922					
NC_017138	0.23997	0.230042	0.232037			0.231527	0.230204		0.230693	0.228623		0.228315	0.228011	0.231024	0.229246		0.228777		0.237848	0.230366	0.228163				0.238892	0.0350251			0.233439	0.231024		0.228315		0.239534	0.239752	0.24019			0.229562	0.232037	0.228469			0.238892	0.230693	0.232037	0.238261	0.23868	0.239534	0.237643					0.238054	0.233619	0.252719		0.23868	0.228315		0.0307383		0.228315	0.227263	0.237848	0.228623		0.2338	0.229881	0.229246	0.238054	0.232037		0.23847	0.231191	0.224163			0.237237		0.237037	0.238054	0.237037	0.228469	0.23868	0.238054	0.233619	0.2338	0.238261	0.228315	0.228777		0.239752	0.238054	0.231358	0.232037	0.23868	0.243934	0.233439	0.238054	0.231191		0.228315	0.2338	0.232209	0.231191	0.228623	0.252395		0.238054	0.230042	0.231866	0.231696				0.23997	0.228011			0.236441			0.0342207	0.228623	0.228469	0.2338			0.230693	0.228777				0.230529			0.238054	0.23868	0.228933	0.239752		0.228777	0.237237	0.238054	0.237643		0.232382	0.231527	0.228777	0.238054		0.238261		0.231358	0.228623	0.228777	0.238054		0.228315	0.237643	0.237848	0.239752	0.230693						0.238054	0.238054	0.238054			0.228623		0.23847	0.232209		0.231866	0.233261	0.239534							0.236837	0.243686		0.230366		0.230858	0.244183	0.237848	0.228623	0.244941	0.238054	0.230693	0.229881		0.238261	0.231527	0	0.237037	0.228623	0.228011		0.253712	0.229403	0.231191	0.237848	0.233261		0.24019	0.238261	0.238054		0.231696		0.238054	0.0297919	0.237037		0.230529	0.238261	0.238054		0.22771	0.239534	0.231696	0.231191	0.239534	0.23605		0.23605	0.230858	0.230693		0.233619	0.229246	0.228623	0.229089	0.242008	0.228777	0.231024					0.231024	0.238261	0.238892		0.228933				0.238054	0.238054		0.237848	0.247608		0.238054	0.228163	0.234905	0.243686	0.228623	0.238892		0.228933	0.23744		0.231358	0.230693	0.232209				0.237848		0.231191		0.238054	0.239319	0.228315	0.237848	0.23868	0.228469	0.23847		0.242956	0.2338		0.229562	0.231866	0.231024	0.246247	0.233981		0.238054	0.229246		0.231696		0.237643		0.228623	0.238261				0.231024	0.239752		0.231191	0.237848		0.237237	0.238054	0.231191	0.238054	0.233261		0.238054			0.238054	0.245458		0.231866	0.230366		0.24019			0.230858	0.231024	0.238054	0.228011	0.23997	0.230042	0.238054	0.233981	0.237037	0.252074	0.238261			0.167671	0.231358	0.233083	0.238261	0.228777	0.238054	0.231358	0.23847	0.228777	0.238054		0.230042	0.229089	0.238054	0.232209		0.230042	0.237037			0.238261	0.233439			0.228777	0.23997	0.232906
NZ_CP010088																																																																																																																																				0.24019															0.063308																	0.0654167																																								0.0649087			0																																																																														0.247331						0.0647211																																																																																								
NZ_CP005997	0.246515	0.19205				0.139214	0.141169		0.138976	0.0107905		0.013019	0.0127702		0.190834		0.00821294		0.238892		0.00949835									0.138563					0.246247				0.188621		0.00365899				0.143655	0.227116	0.245198	0.246515	0.243686						0.245719				0.245458			0.228623			0.00388591	0.235283	0.0144295		0.180582	0.0577685	0.190834	0.245719			0.245719	0.143188	0.22259					0.244183	0.245719	0.245198	0.0168867		0.244434	0.183296	0.176028	0.244941	0.0149178	0.00369235			0.245719		0.142908	0.245198				0.233619			0.183867		0.138731	0.0397014			0.245982		0.138703									0.243934				0.0144341	0.0113251	0.183485				0.190313				0.143645			0.245198		0.015008	0.246515		0.00983543	0.244941	0.245719	0.244687		0.140537	0.13847	0.0356929	0.245719		0.245198			0.00369372	0.191025	0.245719		0.00354523		0.243686	0.244687	0.141088							0.245719	0.245719			0.01508		0.245982	0.142876		0.13666	0.23847								0.244434	0.237643		0.0599796		0.140627		0.245458	0.0106203	0.239752		0.138967	0.134831		0.242716	0.142451		0.245198	0			0.24086	0.191122	0.140637	0.243934	0.183409			0.245198	0.245719				0.245719	0.229562			0.138967				0.0121955	0.245982	0.13982	0.140627				0.235664	0.142599	0.138976			0.0103483	0.0143923		0.246515	0.00368835	0.189986							0.245719		0.015222				0.245719				0.252395		0.245719	0.00948751	0.183107	0.236441		0.245458		0.00730738					0.140359				0.245719		0.143975				0.190126		0.244687	7.90613e-06							0.140806	0.142136	0.240412	0.183982					0.142095		0.244687		0.0144088	0.245198					0.246515		0.140937	0.245719		0.244941	0.245719			0.236638		0.245719				0.24086		0.1412			0.246515				0.142399	0.245719	0.0127776	0.246515	0.136033	0.245719	0.183258		0.246247	0.245198			0.226969	0.235473	0.237848	0.245719	0.0036951	0.245719		0.245719					0.190549	0.245719	0.14024		0.136024	0.245198			0.245719	0.174933					0.234905
NZ_CP017314	0.246515	0.190786				0.139859	0.138807		0.140181	0.0140403		0.0135641	0.00798163		0.189662		0.013101		0.237643		0.0136965									0.139917					0.246247				0.188532		0.0142824				0.143263	0.226388	0.245458	0.245458	0.243934						0.245719				0.245198			0.227263			0.0132554	0.234164	0.00522856		0.175609	0.0584361	0.189662	0.244941			0.245458	0.143502	0.222718					0.243934	0.245982	0.244941	0.0183395		0.244434	0.175908	0.179323	0.245458	0.0164398	0.0142511			0.245982		0.142241	0.245198				0.232037			0.174242		0.139733	0.0404035			0.246247		0.139801									0.243934				0.00523252	0.0144223	0.173987				0.189571				0.140857			0.245198		0.0165608	0.246515		0.0136542	0.244687	0.245198	0.243934		0.137989	0.140152	0.0363563	0.245982		0.245198			0.0142295	0.189525	0.245982		0.0141544		0.243686	0.244183	0.139588							0.245719	0.245982			0.0166012		0.246515	0.143166		0.141403	0.237643								0.244687	0.237037		0.0603248		0.140927		0.244941	0.0135014	0.237643		0.140181	0.135758		0.242716	0.142515		0.245198	0.0137283	0		0.240412	0.189801	0.140887	0.243441	0.173482			0.245198	0.245719				0.245719	0.229721			0.140122				0.0139633	0.245982	0.140706	0.140907				0.235283	0.141959	0.140181			0.0139353	0.00518926		0.246785	0.0142466	0.188621							0.244687		0.0167783				0.245982				0.252074		0.245982	0.013687	0.182037	0.234718		0.245719		0.0140018					0.141261				0.245719		0.143754				0.189251		0.245198	0.0137239							0.13833	0.14168	0.233619	0.174242					0.142147		0.244941		0.00619275	0.245458					0.246515		0.141068	0.245719		0.244687	0.245982			0.236638		0.245982				0.23997		0.140847			0.246515				0.142738	0.245982	0.00799072	0.246515	0.133971	0.245719	0.175491		0.246515	0.245719			0.219657	0.235473	0.23847	0.245982	0.0142518	0.245982		0.245458					0.189571	0.245982	0.140967		0.133939	0.245198			0.245982	0.177069					0.233619
NC_017061	0.246785	0.194521	0.0192913	0.245719	0.246247	0.00796132	0.0459325		0.0164198	0.1403		0.140034	0.140547	0.0161163	0.193159	0.0174108	0.141159	0.140005	0.239752	0.0164247	0.140132	0.247331	0.232556	0.246247	0.246515	0.231358	0.0460451	0.140657	0.244941	0.016829		0.118552	0.185767	0.246515	0.246247	0.246785		0.248169	0.192249	0.0169192	0.139946	0.139415	0.113061	0.245982	0.0519542	0.229881	0.245982	0.246785	0.247331	0.247331	0.0170254	0.140319	0.246515	0.186426	0.246247	0.184961	0.239752	0.0208552	0.245982	0.139733	0.00785343	0.232209	0.232209	0.139927	0.139626	0.236441	0.140319	0.139376	0.184922	0.14371	0.193159	0.246247	0.00796021	0.19517	0.246247	0.0211616	0.225959		0.246247	0.247331	0.247057	0.246515	0.246247	0.246785	0.140716	0.246515	0.246247	0.184645	0.182073	0.246515	0.139704	0.140044	0.182771	0.245982	0.246247	0.0160704	0.0196272	0.245719	0.235857	0.186592	0.246247	0.234718	0.140015	0.139434	0.186467	0.0081463	0.0164127	0.141149	0.240412		0.246515	0.0206476	0.00815059	0.0210498	0.0516096	0.229246	0.247057	0.246785	0.140517	0.194202		0.242242	0.193833	0.142716	0.231358	0.140349	0.140907	0.185971	0.181676	0.186094	0.0164187	0.193676	0.193468		0.144736	0.0509475	0.0519637	0.246247	0.247608	0.245719	0.139995	0.246785		0.139966	0.247331	0.246247	0.245982	0.245458	0.0123301	0.00786957	0.140957	0.246247	0.239319	0.247331	0.139888	0.00311342	0.139995	0.19352	0.246247	0.234905	0.140388	0.245719	0.246515	0.246785	0.0204765	0.246515	0.233981	0.193624	0.246515	0.0207698	0.246247	0.246247	0.246247	0.185523	0.0207784	0.139937	0.246247	0.247608	0.0213217	0.00942493	0.0168543	0.239534	0.246515	0.247608	0.1412	0.0159415				0.247057	0.234905		0.142189		0.0201175	0.236837	0.245982	0.140113	0.238261	0.246247	0.0164143	0.148689	0.00725283	0.245198	0.0205114	0.232209	0.247057	0.140221	0.140927	0	0.24019	0.191412	0.0160145	0.245982	0.185685		0.246785	0.246515	0.246247		0.0161209	0.193262	0.246247	0.232209	0.246515		0.0164794	0.246515	0.245458	0.140093	0.139907	0.246247	0.00909024	0.0163558	0.246247	0.247057	0.247608	0.236837	0.0205417	0.0164217	0.246247	0.187612	0.140666	0.14025	0.190266	0.246785	0.140034	0.192349		0.245982	0.0164159		0.0165758	0.245198	0.245982	0.0164905	0.140122	0.0165613	0.247331	0.247608	0.246247	0.246247	0.140329	0.247057	0.253047		0.246247	0.140064	0.187013	0.235093	0.140657	0.246247	0.141098	0.138901	0.247608	0.246247	0.0164157	0.0161598	0.000947076	0.246247	0.246515		0.246247	0.232556	0.0513321	0.246247	0.246515	0.245982	0.192701	0.246247	0.246247	0.140172	0.245719		0.234533	0.185767	0.246247	0.194736	0.0133671	0.0207538	0.242478	0.186384	0.245458	0.246247	0.193159	0.0161342	0.020985	0.243198	0.246785	0.232209	0.140657	0.245982	0.23997	0.246247	0.246247	0.020847	0.246785	0.244941	0.0160556	0.246247	0.185971	0.247331	0.246247	0.0163977	0.246247	0.23744		0.246247	0.139985	0.246785	0.246247	0.243441	0.245458	0.0161867	0.141129	0.245982	0.246785	0.245982		0.0208039	0.021119	0.246247	0.140527	0.246785	0.148193	0.246247	0.186012	0.243686	0.246247	0.246785	0.246247	0.0167488	0.229881	0.232906	0.24019	0.246247	0.140044	0.246247	0.0163831	0.246247	0.140074	0.244941	0.140162	0.148895	0.193313	0.246247	1.96308e-05	0.0210194	0.148167	0.247057			0.246247	0.182549	0.02085		0.193572	0.230529	0.236837
NC_006582	0.263441						0.238261			0.240412		0.24019			0.240412		0.240635		0.23744											0.236441					0.263899				0.23868		0.24086				0.241775	0.248453		0.264834	0.264834										0.26299			0.253377				0.259191				0.240412	0.240412	0.264363			0.263899							0.264363	0.264363	0.263899			0.264834	0.239104	0.237848	0.264834	0.240412	0.24086			0.264363		0.242008	0.26299				0.253047			0.24019		0.23868				0.264363		0.23997													0.239104	0.240412					0.24019										0.263441		0.24019	0.263899		0.264834		0.24019	0.239319		0.264363									0.24019		0.26299	0.265797								0.264363	0.264363			0.240412			0.23847		0.240412	0.258796								0.263899			0.242008				0.263899		0.250516					0.263441			0.263899				0	0.240412	0.238261		0.23868			0.264363						0.254391			0.239534				0.239534		0.240635	0.238261					0.241314	0.239534			0.242956												0.263899						0.264363				0.249029		0.264363	0.240412				0.263441							0.24019				0.264363		0.241314				0.23997		0.265312	0.239534								0.237237	0.258796	0.23997					0.237848		0.264834		0.23997								0.238261			0.263441	0.264363									0.208264		0.24019			0.263899				0.237037	0.264363			0.242242				0.244183	0.263899			0.247331	0.256518				0.264363		0.26299					0.240412	0.264363	0.23997		0.242242	0.263899				0.240412					
NZ_CP010997												0.190691					0.19093																												0.192955																	0.228469																											0.198023		0.190033				0.243198																																					0.0162394															0.244941																	0.245719								0.243198				0.190126																												0.243934			0.242478					0			0.197315																			0.192904						0.193006																												0.190644																	0.192499						0.243934									0.1926											0.189893																					0.237237													0.190739																						0.191656												
NZ_CP007242	0.246247						0.0453983			0.13981		0.140359			0.1926		0.140647		0.239104																0.246247						0.140857				0.0507134	0.229246		0.246515	0.243441													0.230204				0.234348				0.142126		0.246247			0.245982							0.246247							0.183637	0.243198	0.139424	0.140947			0.246247		0.0194901	0.245458							0.184842		0.0117007						0.0151739													0.142546	0.140736					0.192802										0.246247		0.14027	0.246785		0.245982			0.0150422		0.246247									0.140369		0.245198	0.243441								0.246247	0.246247			0.139511					0.0111177	0.238892								0.245719														0.244434			0.246515					0.193057	0		0.184922			0.245982						0.232209			0.0153748						0.0162665	0.00635454					0.0191387	0.0153238			0.140201												0.245982						0.246247						0.246247	0.140627				0.245719							0.0159791				0.245982		0.0500042				0.192349		0.245982									0.0197609	0.241086	0.185161									0.142951								0.00650516				0.246247									0.241314					0.246247				0.0199649	0.246247			0.14837					0.246247			0.228623	0.235283				0.246247		0.245719					0.192701	0.246247	0.0160079		0.148357	0.246515				0.183828					
NC_017200	0.063335	0.245198					0.246515			0.244183		0.243686	0.243686		0.242956		0.244183		0.251442											0.245719					0.0623459				0.238054		0.243934				0.245458	0.246515		0.0370572	0.0648164						0.0371687				0.0612841			0.235664				0.244687				0.243686	0.242956	0.0371378			0.0622211	0.246515						0.0361208	0.0371684	0.0360818	0.243441		0.0640342	0.245198	0.245719	0.0632334	0.243441	0.243934			0.0371624		0.245982	0.0613321				0.24086			0.245458		0.245198				0.0371288		0.245982													0.243934	0.244183					0.240635							0.0352354			0.0632873		0.243934	0.0360446		0.0639634		0.245719	0.246515		0.037169		0.0359328				0.241775	0.0371571		0.244183		0.0293339	0.065833	0.244434							0.0371725	0.0371687			0.243441		0.0633008	0.245982		0.244687	0.243934								0.0279916			0.243934		0.246247		0.0371696		0.255084		0.244434			0.0651323	0.246515		0.0363367				0.262545	0.242716	0.245719	0	0.245458			0.0332476					0.0371896	0.238054			0.244434				0.243686		0.245982	0.245719				0.242478	0.245719	0.244434			0.243934	0.243686		0.0641665									0.0618811		0.243686				0.0371618				0.259191		0.0371516	0.244434		0.256153		0.0617149							0.245982				0.0371725		0.246785				0.242956		0.0652946	0.243934							0.245719	0.245982	0.258018	0.245198					0.245982		0.0642887		0.243934						0.0632334		0.245198			0.0360437	0.037178									0.263441		0.246247			0.0632778				0.245982	0.0371684			0.23605				0.260825	0.0636546			0.234348	0.134583	0.245982		0.243934	0.0371626		0.0614499					0.242242	0.0371667	0.245719		0.23605	0.0363414				0.245982					
NZ_CP014842																																																														0.232731																											0.0463594						0.246247																																					0.196794															0.247888																	0.248169								0.246247																																0.247057			0.246515								0																																																																						0.184449						0.248169																				0.17555																																																								0.185767												
